2,a_c_green/a_c_green_0001.jpg,221.8936,20.93652,82.6968,82.22616,0.615244,0.384756
2,a_c_green/a_c_green_0002.jpg,29.25859,93.55334,76.19292,77.02872,0.812752,0.187248
2,a_c_green/a_c_green_0003.jpg,217.9283,86.4339,232.1364,237.5772,0.711913,0.288087
2,a_c_green/a_c_green_0004.jpg,248.2511,55.52163,123.6228,118.08804,0.734453,0.265547
2,a_c_green/a_c_green_0005.jpg,370.1814,162.39,177.7752,176.76,0.751196,0.248804
2,a_c_green/a_c_green_0006.jpg,168.5732,428.2402,427.0416,403.4856,0.665182,0.334818
2,a_c_green/a_c_green_0007.jpg,208.6313,197.5949,123.5004,116.6052,0.688847,0.311153
2,a_c_green/a_c_green_0008.jpg,659.4976,171.4973,332.5128,313.5444,0.735244,0.264756
2,a_c_green/a_c_green_0009.jpg,35.72768,40.32491,81.97344,79.14228,0.773799,0.226201
2,a_c_green/a_c_green_0010.jpg,8.72704,199.818,151.32432,144.996,0.754461,0.245539
2,a_c_green/a_c_green_0011.jpg,122.4172,143.0976,104.1456,98.2968,0.713998,0.286002
2,a_c_green/a_c_green_0012.jpg,414.3473,64.05991,87.3204,85.73028,0.567094,0.432906
2,a_c_green/a_c_green_0013.jpg,263.5381,201.1556,79.8348,86.3208,0.809295,0.190705
2,a_c_green/a_c_green_0014.jpg,235.9096,67.68677,131.2008,125.42316,0.650719,0.349281
2,a_c_green/a_c_green_0015.jpg,250.6524,54.33618,97.1712,88.54344,0.784344,0.215656
2,a_c_green/a_c_green_0016.jpg,85.7769,142.9544,211.2972,186.1152,0.743077,0.256923
2,a_c_green/a_c_green_0017.jpg,75.99301,128.7418,183.93708,176.2824,0.942953,0.057047
2,a_c_green/a_c_green_0018.jpg,334.7401,106.0415,100.5708,103.782,0.657121,0.342879
2,a_c_green/a_c_green_0020.jpg,103.4218,103.8769,81.8424,73.8252,0.740086,0.259914
2,a_c_green/a_c_green_0021.jpg,467.4636,1105.03,1367.4288,1283.28,0.794366,0.205634
2,a_c_green/a_c_green_0022.jpg,56.23538,31.74288,50.65704,43.72224,0.854336,0.145664
2,a_c_green/a_c_green_0023.jpg,101.8899,33.75706,64.9092,59.44488,0.793515,0.206485
2,a_c_green/a_c_green_0024.jpg,98.1333,21.07282,85.5084,83.64696,0.643151,0.356849
2,a_c_green/a_c_green_0025.jpg,210.7258,264.9914,47.9664,49.2672,0.81244,0.18756
2,a_c_green/a_c_green_0026.jpg,16.49315,90.2202,155.6202,141.1056,0.752212,0.247788
2,a_c_green/a_c_green_0027.jpg,220.3667,21.75658,84.6276,82.65144,0.685159,0.314841
2,a_c_green/a_c_green_0028.jpg,670.5001,114.8432,101.3268,97.6296,0.927581,0.072419
2,a_c_green/a_c_green_0029.jpg,306.0277,256.1633,90.9156,94.6764,0.661931,0.338069
2,a_c_green/a_c_green_0030.jpg,578.0322,245.3421,36.9816,41.3988,0.806249,0.193751
2,a_c_green/a_c_green_0031.jpg,212.0944,45.47216,81.9792,76.79328,0.724072,0.275928
2,a_c_green/a_c_green_0032.jpg,212.0944,45.47216,81.9792,76.79328,0.724072,0.275928
2,a_c_green/a_c_green_0033.jpg,231.0996,55.51668,99.7608,94.12944,0.724679,0.275321
2,a_c_green/a_c_green_0034.jpg,995.94,180.7705,333.12,316.974,0.688264,0.311736
2,a_c_green/a_c_green_0035.jpg,253.3719,45.4892,141.3852,122.1096,0.739346,0.260654
2,a_c_green/a_c_green_0036.jpg,75.41853,31.66156,72.02124,71.59368,0.554268,0.445732
2,a_c_green/a_c_green_0037.jpg,210.5999,83.82557,53.8332,55.66956,0.722623,0.277377
2,a_c_green/a_c_green_0038.jpg,245.606,42.74236,85.944,83.75088,0.924536,0.075464
2,a_c_green/a_c_green_0039.jpg,175.884,174.7709,126.984,131.4732,0.648854,0.351146
2,a_c_green/a_c_green_0040.jpg,123.022,81.02801,119.376,113.08908,0.687253,0.312747
2,a_c_green/a_c_green_0041.jpg,7.18744,102.6731,89.07552,82.6308,0.750091,0.249909
3,a_j_liebling/a_j_liebling_0001.jpg,121.0005,176.8289,294.234,281.6652,0.669267,0.330733
3,a_j_liebling/a_j_liebling_0002.jpg,7.81221,102.2817,164.13468,138.4956,0.658775,0.341225
3,a_j_liebling/a_j_liebling_0003.jpg,46.82452,69.72551,108.90816,100.08708,0.628643,0.371357
3,a_j_liebling/a_j_liebling_0004.jpg,432.4932,186.7619,113.9616,99.8652,0.796707,0.203293
3,a_j_liebling/a_j_liebling_0005.jpg,54.94671,22.92981,61.14468,56.51988,0.637726,0.362274
3,a_j_liebling/a_j_liebling_0006.jpg,554.3842,254.8378,181.6296,153.7464,0.824332,0.175668
3,a_j_liebling/a_j_liebling_0007.jpg,148.0182,40.93602,79.6776,75.98616,0.681776,0.318224
3,a_j_liebling/a_j_liebling_0008.jpg,250.7648,284.9669,104.2104,108.2052,0.611161,0.388839
3,a_j_liebling/a_j_liebling_0009.jpg,221.6255,84.19478,141.582,130.28424,0.539206,0.460794
3,a_j_liebling/a_j_liebling_0013.jpg,7.48046,163.5427,267.45768,223.6716,0.728037,0.271963
3,a_j_liebling/a_j_liebling_0014.jpg,97.4876,162.333,318.9168,292.44,0.573076,0.426924
3,a_j_liebling/a_j_liebling_0015.jpg,168.6111,46.58301,71.7108,66.97308,0.630143,0.369857
3,a_j_liebling/a_j_liebling_0016.jpg,99.1578,162.6645,316.9464,291.798,0.565789,0.434211
3,a_j_liebling/a_j_liebling_0017.jpg,83.66402,48.0348,55.17816,51.2688,0.607588,0.392412
3,a_j_liebling/a_j_liebling_0018.jpg,99.5138,40.81366,68.7024,59.85888,0.91898,0.08102
3,a_j_liebling/a_j_liebling_0019.jpg,54.94671,22.92981,61.14468,56.51988,0.637726,0.362274
3,a_j_liebling/a_j_liebling_0020.jpg,93.2097,36.76876,64.6356,55.56168,0.770707,0.229293
3,a_j_liebling/a_j_liebling_0021.jpg,93.2097,36.76876,64.6356,55.56168,0.770707,0.229293
3,a_j_liebling/a_j_liebling_0022.jpg,17.11281,32.68948,64.76148,58.55304,0.590553,0.409447
3,a_j_liebling/a_j_liebling_0023.jpg,542.5747,254.0414,170.3196,147.8472,0.737049,0.262951
3,a_j_liebling/a_j_liebling_0024.jpg,542.5747,254.0414,170.3196,147.8472,0.737049,0.262951
3,a_j_liebling/a_j_liebling_0025.jpg,49.19998,68.39055,131.06184,112.3194,0.786604,0.213396
3,a_j_liebling/a_j_liebling_0026.jpg,35.3454,52.92583,81.9192,74.28564,0.636568,0.363432
3,a_j_liebling/a_j_liebling_0028.jpg,97.4876,162.333,318.9168,292.44,0.573076,0.426924
3,a_j_liebling/a_j_liebling_0029.jpg,7.71281,104.6985,167.78748,163.35,0.779327,0.220673
3,a_j_liebling/a_j_liebling_0030.jpg,240.5724,66.61523,103.4472,96.50484,0.678476,0.321524
3,a_j_liebling/a_j_liebling_0031.jpg,28.32355,116.2347,252.5874,230.9916,0.59981,0.40019
4,a_j_styles/a_j_styles_0002.jpg,219.9424,96.1999,200.0352,193.6692,0.777982,0.222018
4,a_j_styles/a_j_styles_0003.jpg,246.1972,63.48904,75.5136,69.47232,0.884275,0.115725
4,a_j_styles/a_j_styles_0004.jpg,79.58825,47.33503,66.723,61.20324,0.854842,0.145158
4,a_j_styles/a_j_styles_0005.jpg,85.13519,37.0971,67.23252,65.2008,0.873458,0.126542
4,a_j_styles/a_j_styles_0006.jpg,254.7988,55.13524,91.8624,99.19392,0.768647,0.231353
4,a_j_styles/a_j_styles_0007.jpg,325.9985,86.61282,64.182,68.11656,0.792384,0.207616
4,a_j_styles/a_j_styles_0008.jpg,499.9751,118.4747,353.2788,378.9276,0.674805,0.325195
4,a_j_styles/a_j_styles_0009.jpg,388.9639,90.2008,130.1052,122.6664,0.893086,0.106914
4,a_j_styles/a_j_styles_0010.jpg,142.6957,54.95149,96.9156,88.06092,0.919121,0.080879
4,a_j_styles/a_j_styles_0011.jpg,689.3522,45.78812,88.5936,84.24096,0.918316,0.081684
4,a_j_styles/a_j_styles_0012.jpg,305.7131,54.31328,110.4348,121.18224,0.802363,0.197637
4,a_j_styles/a_j_styles_0013.jpg,65.47152,90.1404,125.45616,112.6872,0.778297,0.221703
4,a_j_styles/a_j_styles_0014.jpg,751.2797,79.49406,160.4676,147.03048,0.784773,0.215227
